work_order_id,aircraft_id,primary_part_id,lead_technician_id,wo_type,status,open_date,close_date,planned_duration_days,actual_duration_days,delay_days,delay_reason,labour_hours,labour_cost_inr,parts_cost_inr,overhead_cost_inr,defect_code,ata_chapter,findings_summary,nrc_raised
WO000128,AC001,PT0035,TEC025,Component Overhaul,Deferred,2024-02-11,,25,26,1.0,No Delay,117.6,265759.89,1427227.57,302907.37,DFT-04EG,62,Nor modern security food for effect window doctor natural surface human name natural.,False
WO000129,AC021,PT0249,TEC056,Scheduled A-Check,Closed,2024-01-08,2024-01-18,12,10,0.0,No Delay,144.1,512046.39,1163531.41,231347.23,DFT-91FE,58,Air since plan at respond through hear stock mention.,True
WO000130,AC011,PT0010,TEC023,Scheduled C-Check,In Progress,2023-01-17,,40,49,9.0,Weather Hold,525.7,1957531.64,208364.49,416343.74,DFT-76DB,63,Plan tend animal present none continue central become card or.,False
WO000131,AC002,PT0285,TEC018,Modification SB,Closed,2023-12-29,2024-01-04,9,6,0.0,No Delay,95.7,425117.31,1386632.61,192409.6,DFT-37IA,34,Son activity city it lawyer keep.,True
WO000132,AC016,PT0294,TEC010,Line Maintenance,Deferred,2023-12-01,,4,3,0.0,No Delay,15.2,43045.78,4803422.41,781467.98,DFT-87GF,47,Phone structure high claim family head.,False
WO000133,AC034,PT0070,TEC028,Line Maintenance,In Progress,2023-11-06,,4,3,0.0,No Delay,19.4,42178.64,2711355.6,495665.09,DFT-13JF,78,Commercial war choice industry war physical son continue organization condition.,True
wo000134,AC021,PT0212,TEC027,Unscheduled AOG,Closed,2022-11-20,2022-11-25,3,5,2.0,No Delay,52.0,194609.45,928834.73,206660.09,DFT-17GA,39,Case employee offer Democrat run want cup treatment arm.,False
WO000135,AC015,PT0119,TEC015,Scheduled C-Check,Cancelled,2023-07-15,,40,32,0.0,No Delay,169.0,388499.83,3814612.94,677534.04,DFT-66BC,63,Show successful type gas final must.,True
WO000136,AC031,PT0071,TEC011,Scheduled A-Check,Deferred,2024-01-06,,12,18,6.0,No Delay,174.9,552032.74,3027511.68,612824.85,DFT-98CE,32,Stay within garden include them however such other fly share everything already claim through.,True
WO000137,AC012,PT0225,TEC056,Line Maintenance,Cancelled,2022-03-08,,4,1,0.0,No Delay,15.1,65919.57,1120545.52,198298.55,DFT-71FJ,59,Use performance available these last race six nor.,False
WO000138,AC037,PT0275,TEC034,Line Maintenance,Closed,2023-10-28,2023-11-04,4,7,2.5,No Delay,62.0,118601.72,3679305.58,524253.31,DFT-48BH,61,You clearly yes similar then law water week may reveal.,True
WO000139,AC036,PT0199,TEC034,Scheduled A-Check,Closed,2024-12-02,2024-12-15,12,13,1.0,No Delay,181.0,346528.66,4979223.49,808823.39,DFT-65JJ,68,Level indeed thing institution act various activity front be place put.,True
WO000140,AC034,PT0073,TEC030,Unscheduled AOG,Closed,2023-01-24,2023-01-28,3,4,1.0,No Delay,58.5,227502.28,1436713.8,194128.58,DFT-11EA,73,Magazine operation daughter I leave character strategy decide manager too rich class trial.,False
WO000141,AC002,PT0092,TEC030,Modification SB,In Progress,2022-07-05,,9,4,0.0,No Delay,24.6,83165.44,4472696.81,704521.78,DFT-74HF,57,Tell kitchen say war deep evidence upon true.,True
WO000142,AC029,PT0186,TEC006,Scheduled A-Check,Closed,2024-07-20,2024-07-31,12,11,0.0,No Delay,135.3,574935.52,3984466.25,783476.07,DFT-47CJ,53,Than prevent but station road why dream eye edge fire exist hotel brother.,False
WO000143,AC011,PT0075,TEC012,Component Overhaul,Closed,2024-11-13,2024-12-05,25,22,0.0,No Delay,233.3,447596.88,862716.06,174952.08,DFT-37JB,69,Its their capital reality together sure common memory beat.,True
WO000144,AC001,PT0235,TEC032,Unscheduled AOG,Closed,2024-05-09,2024-05-13,3,4,1.0,No Delay,29.9,68407.59,"₹4,493,724.15",894375.76,DFT-04CD,74,Drive perform gun newspaper avoid family push sport yet budget kitchen.,False
wo000145,AC036,PT0143,TEC040,Component Overhaul,Closed,2022-01-12,2022-01-29,25,17,0.0,No Delay,112.2,401740.03,2274155.03,385830.72,DFT-11EG,60,Or law check fly could people enough magazine call represent political occur.,True
WO000146,AC006,PT0026,TEC007,Scheduled C-Check,Closed,2022-04-11,2022-05-04,40,23,0.0,No Delay,272.3,517137.68,4270608.14,798115.57,DFT-93EB,46,Cover control look least recognize painting.,True
WO000147,AC024,PT0019,TEC006,Modification SB,Closed,2022-11-27,2022-12-09,9,12,3.0,No Delay,143.2,528348.77,2865690.12,530209.02,DFT-15GB,69,Room position should action kid reveal wall.,False
WO000148,AC022,PT0270,TEC027,Unscheduled AOG,Closed,2023-10-24,2023-10-25,3,1,0.0,No Delay,13.1,53407.86,333980.07,56977.67,DFT-85GE,53,Knowledge note sport order tend spend alone.,True
WO000149,AC019,PT0219,TEC039,Component Overhaul,Closed,2023-03-05,2023-03-18,25,13,0.0,No Delay,141.1,627082.95,2649443.65,356377.88,DFT-75HE,74,Born clear traditional recent edge grow industry quite lead institution.,False
WO000150,AC040,PT0120,TEC046,Component Overhaul,In Progress,2023-06-16,,25,29,4.0,Awaiting Inspection Sign-off,239.1,514118.91,2817545.34,506314.95,DFT-52BD,38,Pay election scene move nation social audience science.,True
WO000151,AC022,PT0180,TEC036,Scheduled A-Check,Closed,2022-01-04,2022-01-17,12,13,1.0,No Delay,149.6,316912.56,4241868.24,820381.94,DFT-34AJ,71,Rule church reality back reduce determine begin weight her where gun.,True
wo000152,AC022,PT0175,TEC026,Modification SB,Closed,2022-01-24,2022-02-07,9,14,5.0,Weather Hold,103.3,406333.43,1545785.02,294123.66,DFT-31GB,66,Not couple rock reflect own admit drop defense.,True
WO000153,AC030,PT0275,TEC058,Scheduled C-Check,Closed,2022-12-26,2023-02-05,40,41,1.0,No Delay,617.8,1911221.35,2377757.26,444148.72,DFT-07GD,41,Bed discussion reveal physical impact nature many today food.,False
WO000154,AC023,PT0034,TEC010,Modification SB,Closed,2024-04-27,2024-05-08,9,11,2.0,No Delay,83.5,313743.17,1584359.18,291526.78,DFT-70FB,37,Throw might popular reach kind friend far whom sister federal college.,True
WO000155,AC021,PT0017,TEC018,Line Maintenance,Deferred,2023-11-26,,4,3,0.0,No Delay,32.6,92969.62,2980007.42,572985.36,DFT-05HH,46,Do small again become dog style assume speak court letter civil ball.,True
wo000156,AC006,PT0228,TEC033,Scheduled C-Check,Closed,2024-10-14,2024-12-01,40,48,8.0,Awaiting Inspection Sign-off,669.8,1752931.91,2630251.09,515029.59,DFT-43BF,21,Trial director west business stay surface brother so treat around next woman number.,False
WO000157,AC034,PT0068,TEC014,Scheduled C-Check,Closed,2024-10-21,2024-12-01,40,41,1.0,No Delay,618.4,2336062.2,2622903.53,880480.83,DFT-13EE,66,Game same assume particular blue ask not new government stuff morning since eye.,True
WO000158,AC003,PT0053,TEC034,Line Maintenance,Deferred,2024-07-29,,4,2,0.0,No Delay,8.1,34970.22,3438391.13,553753.69,DFT-75EE,69,Foreign financial memory trip benefit strategy between.,False
WO000159,AC008,PT0140,TEC010,Component Overhaul,Cancelled,2022-02-16,,25,19,0.0,No Delay,221.7,524671.53,1010772.01,197545.16,DFT-60JI,30,Hard too score draw reduce what face simple should best look cause.,False
WO000160,AC019,PT0294,TEC016,Scheduled A-Check,In Progress,2022-08-23,,12,14,2.0,No Delay,142.4,335744.87,1758087.51,276068.64,DFT-20EJ,30,Court laugh forward talk wish western young almost anyone way city stand television.,True
WO000161,AC028,PT0201,TEC012,Component Overhaul,Closed,2023-09-30,2023-10-27,25,27,2.0,No Delay,251.7,541456.99,2358970.54,485965.45,DFT-49FJ,65,Manager walk color audience drive tonight day until production control consumer energy cause.,False
WO000162,AC009,PT0048,TEC053,Unscheduled AOG,Closed,2023-12-30,2024-01-01,3,2,0.0,No Delay,25.1,90644.88,2672089.8,545275.94,DFT-32AJ,71,Movement list any while scientist everyone quickly.,False
WO000163,AC022,PT0167,TEC030,Line Maintenance,Closed,2022-07-19,2022-07-27,4,8,3.5,Awaiting Inspection Sign-off,77.2,336446.12,727171.2,201630.03,DFT-44FJ,51,Gun attack deep maintain few theory serve possible pressure we.,True
WO000164,AC026,PT0055,TEC021,Line Maintenance,Closed,2022-05-14,2022-05-20,4,6,1.5,No Delay,58.5,238888.78,1418464.27,223513.19,DFT-38HF,55,Cold back build fine drop road pretty almost rate couple expert cell.,True
WO000165,AC014,PT0221,TEC051,Component Overhaul,Closed,2023-09-11,2023-10-03,25,22,0.0,No Delay,243.9,596128.99,1226018.39,211190.58,DFT-78CH,47,Son lay management run magazine simple tonight country every majority actually.,False
WO000166,AC007,PT0228,TEC012,Scheduled C-Check,Deferred,2023-04-29,,40,24,0.0,No Delay,308.9,1149773.31,4185373.49,594507.6,DFT-39HE,39,Paper prove more sing view down detail reveal report.,False
WO000167,AC009,PT0298,TEC058,Component Overhaul,Closed,2022-05-23,2022-06-23,25,31,6.0,Manpower Shortage,426.8,1657105.26,1900765.96,531650.97,DFT-91FF,68,Director before operation court news certain threat politics.,True
WO000168,AC037,PT0156,TEC059,Modification SB,Closed,2022-10-28,2022-11-07,9,10,1.0,No Delay,103.8,296136.54,2893877.76,381419.36,DFT-19JG,80,Research claim employee know through quickly order work everything fight modern fish police.,False
WO000169,AC004,PT0001,TEC046,Scheduled A-Check,In Progress,2023-12-07,,12,6,0.0,No Delay,68.0,216113.82,"₹4,239,707.36",825443.18,DFT-80HI,55,Dream beautiful professor must marriage improve last.,False
WO000170,AC035,PT0109,TEC043,Unscheduled AOG,Cancelled,2022-08-13,,3,1,0.0,No Delay,6.8,25132.79,1977398.94,263959.18,DFT-47DI,31,Moment ask option investment conference deal change.,False
WO000171,AC005,PT0009,TEC010,Scheduled C-Check,In Progress,2022-10-12,,40,44,4.0,Part AOG,621.3,1722726.54,2092005.12,491517.06,DFT-84JG,66,Case authority to knowledge last kid spring your economy role marriage.,False
WO000172,AC012,PT0233,TEC033,Scheduled C-Check,Closed,2024-06-13,2024-07-11,40,28,0.0,No Delay,327.8,958097.04,2285582.99,580271.14,DFT-71GC,47,Research letter land own partner front simply.,False
WO000173,AC035,PT0296,TEC024,Unscheduled AOG,Closed,2024-02-27,2024-02-29,3,2,0.0,No Delay,18.2,33125.11,2495803.25,437735.59,DFT-70CE,22,Believe mention fire whose successful site author it hand and.,True
WO000174,AC018,PT0239,TEC034,Modification SB,Closed,2024-09-16,2024-09-20,9,4,0.0,No Delay,43.9,193014.78,409514.9,104248.81,DFT-00DJ,25,Teach crime degree through religious visit for he.,True
WO000175,AC001,PT0241,TEC030,Line Maintenance,Deferred,2023-05-18,,4,2,0.0,No Delay,24.4,79442.31,2902345.92,480974.1,DFT-65DI,52,Sound win store happen professor run radio surface else life.,False
WO000176,AC004,PT0243,TEC038,Line Maintenance,Closed,2023-11-10,2023-11-15,4,5,0.5,No Delay,37.4,70887.24,4615093.94,819777.39,DFT-94IB,30,Raise as key write natural run appear gun way third quite.,True
WO000177,AC018,PT0141,TEC055,Modification SB,In Progress,2023-08-21,,9,3,0.0,No Delay,22.3,45107.94,2532924.59,477308.61,DFT-75JF,36,Where decade international pay finish I.,True
WO000178,AC012,PT0271,TEC056,Component Overhaul,Closed,2022-08-17,2022-09-25,25,39,14.0,No Delay,432.9,955871.84,2238799.31,577545.65,DFT-61CH,22,Cause dog chair high carry goal maintain environment third first.,False
WO000179,AC011,PT0108,TEC037,Scheduled C-Check,In Progress,2022-06-22,,40,29,0.0,No Delay,407.5,1561725.62,2070609.9,502412.66,DFT-02FJ,66,Tough and until but finish suddenly smile through nor official.,False
WO000180,AC015,PT0195,TEC044,Modification SB,Closed,2022-04-22,2022-05-07,9,15,6.0,No Delay,207.5,402926.12,2325434.49,402769.31,DFT-01GC,65,Who sure argue soon partner always born example others likely director administration.,False
WO000181,AC003,PT0050,TEC059,Unscheduled AOG,Closed,2024-08-29,2024-09-03,3,5,2.0,No Delay,72.2,132272.58,4636840.41,690958.93,DFT-18IF,54,Inside much town suddenly game speak ask enter recently road such message.,False
WO000182,AC016,PT0100,TEC034,Component Overhaul,Deferred,2024-06-03,,25,37,12.0,Weather Hold,269.0,680537.86,4013558.64,589270.55,DFT-93CB,41,House less science realize four international also window five debate.,True
WO000183,AC019,PT0129,TEC013,Component Overhaul,Closed,2023-10-04,2023-11-04,25,31,6.0,Weather Hold,127.2,252297.42,2062131.35,353011.55,DFT-55HF,22,Community movie quality institution his mention say rest practice force order she.,True
WO000184,AC009,PT0193,TEC043,Scheduled A-Check,In Progress,2022-07-08,,12,16,4.0,No Delay,235.6,562006.54,3000931.03,399686.82,DFT-54IC,68,Thank claim effect alone mean international chance campaign describe for hard.,True
WO000185,AC021,PT0132,TEC011,Modification SB,Closed,2022-08-16,2022-08-23,9,7,0.0,No Delay,52.7,188839.39,387813.74,83813.29,DFT-37CA,69,Social guess evidence them get already fire argue.,True
WO000186,AC013,PT0202,TEC012,Scheduled A-Check,Closed,2023-07-22,2023-08-03,12,12,0.0,No Delay,95.9,188170.99,4778472.44,628113.94,DFT-35JB,61,Along score friend might administration possible explain.,False
WO000187,AC017,PT0229,TEC002,Scheduled C-Check,In Progress,2022-08-11,,40,47,7.0,No Delay,311.2,1100718.46,4563920.02,971712.26,DFT-48FE,77,Maintain born wide general performance discussion peace win spring major pressure.,False
WO000188,AC033,PT0252,TEC031,Modification SB,Deferred,2022-11-01,,9,3,0.0,No Delay,45.6,163906.27,1339518.04,255590.43,DFT-40GI,47,Most affect well help air peace response program including sometimes.,False
WO000189,AC022,PT0156,TEC026,Component Overhaul,Closed,2022-05-24,2022-06-03,25,10,0.0,No Delay,86.1,315212.58,3901351.13,472762.66,DFT-31CI,23,Worker more bring mind data indicate ground summer.,True
WO000190,AC013,PT0154,TEC045,Component Overhaul,Cancelled,2024-01-19,,25,40,15.0,No Delay,323.2,1315808.7,3804660.87,660519.41,DFT-58IH,44,Black hundred spring place bank central push.,True
WO000191,AC035,PT0158,TEC032,Line Maintenance,Closed,2024-01-06,2024-01-14,4,8,3.5,Part AOG,102.6,223447.0,973532.67,205849.27,DFT-65IG,54,Choice save try day especially president account population.,False
WO000192,AC035,PT0077,TEC048,Scheduled A-Check,Closed,2022-02-03,2022-02-09,12,6,0.0,No Delay,48.3,180967.17,2033484.2,268320.24,DFT-26HF,57,Suffer eight about meet focus phone side call PM whom late light name.,True
WO000193,AC001,PT0089,TEC041,Scheduled A-Check,Deferred,2022-05-28,,12,8,0.0,No Delay,78.9,146080.99,4536822.6,757868.04,DFT-11CI,23,Trouble cup pattern show finish thought.,False
WO000194,AC005,PT0104,TEC028,Line Maintenance,In Progress,2022-07-19,,4,3,0.0,No Delay,42.1,83050.06,4089177.27,464861.09,DFT-02EF,41,Not actually able reflect role specific.,False
WO000195,AC005,PT0062,TEC018,Scheduled A-Check,Deferred,2023-10-27,,12,15,3.0,No Delay,158.3,422390.73,"₹4,823,815.03",636486.39,DFT-67HJ,29,Message leave PM wrong wife within small organization relationship station cup.,False
WO000196,AC025,PT0081,TEC002,Modification SB,Closed,2022-12-11,2022-12-22,9,11,2.0,No Delay,65.8,161725.9,2914109.15,348606.19,DFT-69II,76,Throughout year fund country tree notice third election energy deal already safe.,False
WO000197,AC031,PT0065,TEC014,Scheduled A-Check,Closed,2022-06-15,2022-06-23,12,8,0.0,No Delay,120.9,448321.55,2972715.31,439169.29,DFT-80IH,29,Program decade us music day both.,False
WO000198,AC020,PT0179,TEC027,Line Maintenance,Closed,2024-12-07,2024-12-11,4,4,0.0,No Delay,61.0,210355.61,197729.85,48154.1,DFT-32AF,20,Hundred daughter these court food body mother national southern unit politics.,True
WO000199,AC014,PT0142,TEC004,Scheduled A-Check,In Progress,2023-01-29,,12,7,0.0,No Delay,80.0,330349.91,4934042.79,793628.66,DFT-91IB,32,Education I thank physical here require audience them hotel.,True
WO000200,AC017,PT0172,TEC040,Modification SB,Cancelled,2022-11-02,,9,10,1.0,No Delay,99.7,222465.68,4614138.47,509791.43,DFT-00JI,71,Realize second writer point like cause investment share see rock.,False
WO000201,AC029,PT0297,TEC021,Scheduled A-Check,Deferred,2022-03-30,,12,6,0.0,No Delay,90.6,206105.63,3929605.17,614178.45,DFT-93IH,46,White hold matter important sound trial also sister few partner.,True
WO000202,AC031,PT0300,TEC032,Scheduled C-Check,Cancelled,2023-10-30,,40,27,0.0,No Delay,213.7,441242.02,3691361.85,772749.94,DFT-64BI,23,So walk cause important throughout myself determine anything set.,False
WO000203,AC009,PT0017,TEC045,Scheduled C-Check,In Progress,2022-10-24,,40,49,9.0,Engineering Query,300.7,844488.8,2294123.56,374798.94,DFT-67AG,56,Despite cold decision thank air which under single.,True
WO000204,AC040,PT0088,TEC037,Scheduled C-Check,Closed,2023-07-29,2023-09-16,40,49,9.0,Weather Hold,465.6,1053300.6,1724444.28,523996.29,DFT-52JD,55,Poor enough book group large author daughter.,True
WO000205,AC016,PT0127,TEC021,Line Maintenance,Cancelled,2022-06-27,,4,8,3.5,Manpower Shortage,114.8,273728.55,"₹2,372,710.07",387111.23,DFT-22EC,47,Well realize director low wish difference toward.,True
WO000206,AC031,PT0051,TEC029,Component Overhaul,Closed,2022-11-02,2022-11-25,25,23,0.0,No Delay,362.5,691707.43,"₹2,358,556.63",539471.65,DFT-73DG,51,Can relationship people season these various student land life those.,True
WO000207,AC002,PT0246,TEC043,Component Overhaul,Cancelled,2022-06-20,,25,10,0.0,No Delay,123.2,357017.44,1097852.36,197630.34,DFT-11EC,39,Wind contain population summer floor professor because less room about land official history.,True
WO000208,AC024,PT0238,TEC046,Component Overhaul,Deferred,2024-07-29,,25,28,3.0,No Delay,120.2,363974.03,3861456.69,791929.82,DFT-44HB,60,Recent everyone Democrat wall within discuss mission have social cell economy.,True
WO000209,AC014,PT0042,TEC040,Line Maintenance,Deferred,2022-05-25,,4,6,1.5,No Delay,62.2,161769.32,3766911.17,667111.55,DFT-67DF,76,Forget site board side look million listen most.,False
WO000210,AC036,PT0035,TEC036,Component Overhaul,Deferred,2022-04-23,,25,21,0.0,No Delay,307.8,646259.86,1834298.39,401635.48,DFT-11IF,65,Rule believe matter choice investment reach.,True
WO000211,AC015,PT0165,TEC023,Unscheduled AOG,Closed,2022-10-11,2022-10-16,3,5,2.0,No Delay,26.8,82863.79,4696348.18,755172.55,DFT-83BH,77,Bed capital history everything show discover force in thus over because.,False
WO000212,AC035,PT0273,TEC058,Modification SB,Closed,2024-10-28,2024-11-04,9,7,0.0,No Delay,32.6,91495.07,2267529.14,354195.71,DFT-35CF,38,Sister film behind hope enough stage develop beautiful usually certainly ability mother.,False
WO000213,AC019,PT0040,TEC007,Modification SB,Deferred,2024-01-24,,9,15,6.0,Awaiting Inspection Sign-off,236.1,987949.09,949884.38,365083.75,DFT-47FB,30,Skin suggest build whatever debate high night environment.,False
WO000214,AC009,PT0243,TEC023,Modification SB,Closed,2022-08-18,2022-08-28,9,10,1.0,No Delay,58.1,136621.66,4761002.79,500875.29,DFT-32BI,46,Middle consumer yet everyone high in short create make such.,False
WO000215,AC021,PT0249,TEC038,Unscheduled AOG,Closed,2022-02-13,2022-02-14,3,1,0.0,No Delay,4.3,17051.09,4176388.12,637243.61,DFT-71BG,62,Financial know save turn dog degree drug international.,False
